id,nombre,fecha_nacimiento,email,telefono,direcciones,riesgo_acumulado,rol
8d4f5e4b-a94b-4fae-8ccd-08e3c7eb2e39,Cliente_454,1970-02-09,cliente_454@example.com,+27-495-8653977,"[""Av. Los Pinos 943""]",30.82,regular
67e06996-522b-4f50-bae6-76eb56a5e85a,Cliente_455,1956-06-04,cliente_455@example.com,+64-575-7372736,"[""Calle del Sol 244""]",52.68,regular
4db8e6af-47be-40b2-9499-ab36b61341d8,Cliente_456,1951-05-23,cliente_456@mail.com,+16-895-7839317,"[""Calle del Sol 21""]",13.12,regular
78369568-c5ec-4dd5-917a-39a035bbb00f,Cliente_457,1950-07-09,cliente_457@example.com,+53-769-6199863,"[""Calle del Sol 877""]",38.02,regular
a7ab0fed-0686-44c4-b580-488d0efcace0,Cliente_458,1964-10-26,cliente_458@mail.com,+39-136-2928510,"[""Av. Siempre Viva 487""]",56.0,regular
818122d5-26fe-4d32-b15b-b48b94840d59,Cliente_459,1993-03-23,cliente_459@example.com,+72-537-7021204,"[""Av. Siempre Viva 353""]",12.81,regular
1830e8cf-cf6e-4283-bc49-29207b58378a,Cliente_460,1985-01-31,cliente_460@test.org,+87-735-6131271,"[""Av. Los Pinos 401""]",57.32,regular
7b0b9780-93c9-4d08-85db-5a37fdef8607,Cliente_461,1978-08-20,cliente_461@mail.com,+42-856-6908855,"[""Calle Falsa 653""]",0.48,regular
8d5413be-29d0-4b8f-8696-dbda9cee90b5,Cliente_462,1972-02-16,cliente_462@mail.com,+47-426-1108455,"[""Calle del Sol 710""]",97.97,regular
10615301-4330-4ed9-981f-0b1248c50635,Cliente_463,1993-09-01,cliente_463@example.com,+34-122-4131953,"[""Av. Los Pinos 189""]",33.68,regular
e3b537c6-8cd8-4416-bb85-40b26310f434,Cliente_464,1992-03-16,cliente_464@test.org,+89-353-6819650,"[""Av. Siempre Viva 432""]",88.58,regular
2ca42105-248c-4ab6-bd37-c8467cc13f90,Cliente_465,1984-07-07,cliente_465@test.org,+47-354-1423723,"[""Av. Siempre Viva 848""]",87.57,regular
61eb5e75-114a-4c5a-8b3d-f0c95bc660cc,Cliente_466,1961-07-08,cliente_466@mail.com,+15-326-8286446,"[""Calle del Sol 806""]",93.14,regular
67be2e09-fa57-42fa-9cb8-74449c7539f7,Cliente_467,1971-05-13,cliente_467@mail.com,+35-535-3524931,"[""Calle del Sol 441""]",97.52,regular
1f47935b-6794-4fc8-b048-a38b43649862,Cliente_468,1954-07-13,cliente_468@mail.com,+92-569-1846299,"[""Av. Siempre Viva 11""]",76.2,regular
82ae5775-9c56-472f-8909-38ba1d0d8fd2,Cliente_469,1986-07-15,cliente_469@mail.com,+27-431-2088862,"[""Av. Los Pinos 40""]",91.71,regular
4a43d97d-6d31-4ca0-9cbf-a2f40a589b4b,Cliente_470,1994-05-03,cliente_470@test.org,+77-584-1342940,"[""Av. Siempre Viva 654""]",88.5,regular
475684eb-ff26-4b5f-8e62-1643b4e96495,Cliente_471,1980-11-13,cliente_471@test.org,+15-716-2735854,"[""Av. Siempre Viva 532""]",16.77,regular
5483b672-d556-481a-841e-ea22f75e1668,Cliente_472,1999-03-10,cliente_472@test.org,+85-389-8873649,"[""Av. Siempre Viva 540""]",57.89,regular
d945f300-e52b-4219-a5a8-663276438931,Cliente_473,1953-08-25,cliente_473@example.com,+6-218-3406756,"[""Av. Siempre Viva 570""]",38.44,regular
5a571e2a-de6b-47e6-aaf5-9c18667240f4,Cliente_474,1990-05-03,cliente_474@example.com,+75-108-7049344,"[""Av. Los Pinos 580""]",24.03,regular
1a7b55b8-3acf-41f4-af77-094d849b9df0,Cliente_475,1958-05-25,cliente_475@example.com,+48-812-9489607,"[""Calle del Sol 760""]",92.6,regular
55157bb9-a0f2-4c4b-9b66-7433c4aaa07f,Cliente_476,1990-10-03,cliente_476@mail.com,+95-887-3987595,"[""Calle Falsa 660""]",24.81,regular
1e66c535-b42c-4e04-af5a-1109d30d0fd5,Cliente_477,1960-05-11,cliente_477@test.org,+35-838-9656809,"[""Av. Siempre Viva 116""]",29.89,regular
bbc23e0b-0adf-4f85-ad63-72d0325e71c1,Cliente_478,1992-03-17,cliente_478@mail.com,+30-514-3228622,"[""Av. Siempre Viva 864""]",68.62,regular
b3ec377a-62ca-4acc-8aa3-649db94b3c11,Cliente_479,1963-06-01,cliente_479@test.org,+13-640-6044385,"[""Calle del Sol 973""]",71.18,regular
62080889-5eab-4c40-929b-26ae8440fb57,Cliente_480,1967-03-23,cliente_480@mail.com,+74-935-3768720,"[""Calle Falsa 431""]",80.29,regular
7edd172c-a0cd-4408-b7c5-b2fe89292e18,Cliente_481,2000-05-09,cliente_481@test.org,+93-393-7790478,"[""Calle del Sol 408""]",67.39,regular
e7d37101-3b43-49d3-b667-025903ac905a,Cliente_482,1987-04-13,cliente_482@test.org,+36-588-1948442,"[""Av. Los Pinos 299""]",57.86,regular
4eac7b4f-cc5b-4658-8181-a06e094ff67a,Cliente_483,1967-07-20,cliente_483@mail.com,+36-994-5689407,"[""Calle Falsa 923""]",34.94,regular
ea7f144c-ceff-4119-82ff-21d9b567ebc3,Cliente_484,1973-03-22,cliente_484@test.org,+96-302-7982300,"[""Av. Siempre Viva 170""]",44.2,regular
355ee812-1412-479f-a223-5d0545219a3c,Cliente_485,1952-11-12,cliente_485@test.org,+87-571-9544262,"[""Av. Siempre Viva 595""]",97.54,regular
3af99758-8fef-4b9b-ad8a-d90682bebcf9,Cliente_486,1973-04-28,cliente_486@mail.com,+59-762-1985969,"[""Calle del Sol 4""]",86.16,regular
0a7718c6-d007-4e1e-8fc4-421bcddbeb94,Cliente_487,1995-01-01,cliente_487@mail.com,+39-228-6147496,"[""Calle del Sol 786""]",68.63,regular
4f8e4e04-9a85-4f0e-8085-9916113b5ae5,Cliente_488,1968-01-20,cliente_488@test.org,+39-458-8245673,"[""Calle del Sol 857""]",39.77,regular
e903df92-6392-49de-81de-cc27feaa1e70,Cliente_489,1998-08-31,cliente_489@example.com,+83-388-3305680,"[""Calle Falsa 353""]",11.06,regular
c4111394-3e5a-4f48-9b80-01093bde1b75,Cliente_490,1982-06-05,cliente_490@mail.com,+16-398-1942482,"[""Calle del Sol 896""]",23.89,regular
4f12e261-c580-413a-b92c-391de4c62578,Cliente_491,1973-06-15,cliente_491@mail.com,+63-193-9090643,"[""Av. Los Pinos 477""]",69.52,regular
10eae67f-fe63-4244-96ff-3a31df33b551,Cliente_492,1975-01-10,cliente_492@mail.com,+16-467-6706646,"[""Calle Falsa 525""]",27.01,regular
c4718b56-9850-484f-a362-4ddc4154f45a,Cliente_493,1975-07-24,cliente_493@test.org,+51-435-5567358,"[""Av. Los Pinos 458""]",34.61,regular
21c02856-72b5-4766-8fc1-8288c2d4159f,Cliente_494,1986-02-27,cliente_494@example.com,+72-543-8410282,"[""Calle del Sol 940""]",53.27,regular
6f08dffd-eb1b-48a7-8f78-2a337a279163,Cliente_495,1993-06-10,cliente_495@test.org,+88-925-8569070,"[""Av. Siempre Viva 52""]",68.48,regular
2d12acae-2c3e-4f12-a613-978b411d0ad5,Cliente_496,1951-08-30,cliente_496@mail.com,+70-475-7689127,"[""Calle Falsa 221""]",77.65,regular
28e1a881-c8c4-4523-8eac-5f9ee7453c72,Cliente_497,1994-05-10,cliente_497@example.com,+60-231-3988823,"[""Av. Siempre Viva 510""]",51.86,regular
e7a3f72d-a29a-4953-9baa-fee9c67d267f,Cliente_498,1973-12-02,cliente_498@test.org,+73-171-6354518,"[""Calle del Sol 801""]",11.69,regular
6a71df00-28c1-4eeb-82ee-5737f90e043f,Cliente_499,1988-08-07,cliente_499@test.org,+49-247-5020085,"[""Calle Falsa 908""]",6.61,regular
894188a8-6235-4336-a170-9ee962492fc1,Cliente_500,1955-11-02,cliente_500@mail.com,+87-486-8084664,"[""Calle Falsa 196""]",73.34,regular
fb62c8d4-fc18-4029-bee0-51b46c55a97d,Cliente_501,1996-05-23,cliente_501@example.com,+35-532-4101511,"[""Av. Los Pinos 971""]",17.42,regular
4a60993e-22fb-484f-85cd-063273508be3,Cliente_502,1967-08-01,cliente_502@test.org,+13-298-9310455,"[""Av. Los Pinos 621""]",82.13,regular
5321ba45-1904-4bb5-b2ea-a92ccc62afc1,Cliente_503,1957-01-07,cliente_503@example.com,+18-891-7551907,"[""Calle Falsa 670""]",18.85,regular
2ee28b2e-8c1a-4ba4-b5c0-e6fe8ae06328,Cliente_504,1999-04-29,cliente_504@mail.com,+58-330-4067209,"[""Av. Siempre Viva 33""]",42.88,regular
b3faa570-1edf-45b6-893b-e095278d5271,Cliente_505,1996-04-19,cliente_505@test.org,+48-440-8746653,"[""Av. Los Pinos 942""]",16.97,regular
20b58dda-12e4-4399-85d7-5cd5afba014b,Cliente_506,1977-10-19,cliente_506@example.com,+37-755-6124619,"[""Calle Falsa 442""]",20.98,regular
ed7ee94f-30fa-4c4e-a567-83141962f8b9,Cliente_507,1988-07-16,cliente_507@test.org,+41-692-3437134,"[""Av. Siempre Viva 146""]",14.43,regular
b25d62c5-fbcc-4efa-bcba-c6287f26c16c,Cliente_508,1978-03-04,cliente_508@mail.com,+21-479-4085784,"[""Av. Los Pinos 909""]",87.17,regular
f2760010-76f5-4152-9755-a93b1e3097dd,Cliente_509,1970-06-12,cliente_509@example.com,+84-413-2824440,"[""Calle Falsa 711""]",59.42,regular
643ee578-0659-4414-add9-4de7cc2b50e3,Cliente_510,1974-11-07,cliente_510@mail.com,+39-732-8530880,"[""Calle del Sol 604""]",55.63,regular
e45568d8-273f-4542-976d-d89e2f63c091,Cliente_511,1968-09-04,cliente_511@example.com,+54-349-6078326,"[""Av. Los Pinos 173""]",6.94,regular
03a2680f-9d25-46c6-91c9-2703f66bb22a,Cliente_512,1982-09-22,cliente_512@test.org,+66-527-5447261,"[""Av. Siempre Viva 237""]",76.02,regular
3a890b0d-d48e-4c0e-8a73-d235f490f66b,Cliente_513,1973-02-14,cliente_513@example.com,+3-262-9042667,"[""Av. Los Pinos 456""]",57.95,regular
9de8a2af-b557-48af-bc23-a0f765ac4dc1,Cliente_514,1968-01-26,cliente_514@example.com,+37-160-7168975,"[""Av. Siempre Viva 438""]",63.36,regular
c5c159c8-74cd-41ea-b0d6-6e11b40c7dab,Cliente_515,1964-03-01,cliente_515@example.com,+47-692-3476979,"[""Calle del Sol 83""]",96.68,regular
d6567f90-c2bc-4cef-b9ec-1abe0fe12395,Cliente_516,1952-12-18,cliente_516@example.com,+50-608-9531934,"[""Calle del Sol 419""]",1.61,regular
c1563402-976e-4b5f-abf5-9868cfe4ba73,Cliente_517,1963-01-09,cliente_517@example.com,+10-853-8480908,"[""Av. Los Pinos 288""]",89.91,regular
bf43a15a-6018-468c-9590-c49257052101,Cliente_518,1999-06-07,cliente_518@mail.com,+54-224-7611169,"[""Calle del Sol 408""]",20.16,regular
38db8a52-82e7-448e-9cab-7897921778e5,Cliente_519,1978-07-30,cliente_519@test.org,+30-291-7324324,"[""Calle del Sol 256""]",83.02,regular
0f7adcd6-961c-405c-bf9d-ae75d92a2b0a,Cliente_520,1985-10-23,cliente_520@example.com,+88-656-9722533,"[""Calle Falsa 176""]",61.49,regular
c738afe5-e188-4bd2-9bd9-efa760508c52,Cliente_521,1980-05-24,cliente_521@example.com,+57-220-7379659,"[""Av. Los Pinos 558""]",31.46,regular
eb074778-0c22-4dde-9d61-6f124988619e,Cliente_522,1991-12-09,cliente_522@mail.com,+60-629-6762111,"[""Av. Los Pinos 900""]",11.75,regular
226348df-b119-4f87-96d2-b708b4223431,Cliente_523,1964-03-03,cliente_523@mail.com,+55-545-3166190,"[""Calle del Sol 762""]",45.08,regular
f46e1370-5a49-431b-9d39-ea18955bbaac,Cliente_524,1962-12-03,cliente_524@test.org,+20-876-4790188,"[""Av. Los Pinos 891""]",9.03,regular
00b65aaf-44e0-4247-88a8-c0fb0b4f5370,Cliente_525,1958-06-11,cliente_525@example.com,+35-746-7114234,"[""Calle Falsa 671""]",32.11,regular
fcfab023-a656-498d-92c4-b5f6398c88ea,Cliente_526,1951-08-27,cliente_526@example.com,+35-336-3462423,"[""Calle del Sol 875""]",97.72,regular
4ad7bf0c-daf9-47aa-ac93-6ee642434ec0,Cliente_527,1963-12-13,cliente_527@example.com,+75-615-4815490,"[""Av. Los Pinos 47""]",80.98,regular
9da3a325-8ea1-448e-896e-1880ad4e0fa1,Cliente_528,1981-04-02,cliente_528@test.org,+30-140-3382864,"[""Calle del Sol 346""]",23.42,regular
63012134-77c1-469b-8983-860cc5414454,Cliente_529,1991-07-22,cliente_529@mail.com,+8-223-4043648,"[""Calle Falsa 615""]",78.93,regular
e0a9e6c5-6e25-48de-a4a7-4750a9143f29,Cliente_530,1982-12-26,cliente_530@test.org,+34-981-2155233,"[""Av. Los Pinos 483""]",81.41,regular
8576f084-5264-41ae-b00f-7cf178de0a39,Cliente_531,1985-07-30,cliente_531@mail.com,+5-809-6131337,"[""Calle Falsa 564""]",68.16,regular
86a3eb08-04e3-4654-a746-958195de44b3,Cliente_532,1984-04-28,cliente_532@test.org,+75-200-2950067,"[""Av. Los Pinos 135""]",92.0,regular
0b23ec1d-ae2e-48ba-b555-e93562635216,Cliente_533,1966-08-06,cliente_533@test.org,+62-997-6405940,"[""Av. Siempre Viva 171""]",22.25,regular
54a1e899-1c05-4566-b3ee-21bd77db930c,Cliente_534,1983-01-16,cliente_534@mail.com,+68-161-1171684,"[""Calle del Sol 15""]",85.89,regular
2c4129d9-8663-4c0e-b52c-1e86b07ee466,Cliente_535,1950-09-04,cliente_535@example.com,+26-760-3954250,"[""Calle del Sol 610""]",92.26,regular
e7d12cec-f37d-4565-9b61-7e1e7b6f688d,Cliente_536,1968-04-06,cliente_536@example.com,+6-579-7242168,"[""Av. Siempre Viva 982""]",43.73,regular
ce8227aa-74c4-4fa2-8a67-9b6693f8a140,Cliente_537,1995-12-07,cliente_537@mail.com,+95-367-2883050,"[""Av. Siempre Viva 655""]",74.85,regular
6879484b-fcc1-47dc-8bb2-a81c7199bb68,Cliente_538,1999-04-25,cliente_538@example.com,+23-667-4929932,"[""Av. Siempre Viva 909""]",12.9,regular
c7985f13-b355-4f74-9cd3-fec6a81e90c7,Cliente_539,1987-05-26,cliente_539@test.org,+5-271-7393285,"[""Av. Siempre Viva 883""]",63.29,regular
3563d583-20df-4b96-a6c0-1d8d048292d0,Cliente_540,1963-05-02,cliente_540@example.com,+55-713-9191643,"[""Av. Los Pinos 977""]",67.03,regular
8e98506c-07e7-4c26-97a0-9c124074dfba,Cliente_541,1962-09-25,cliente_541@mail.com,+71-411-8165850,"[""Calle del Sol 648""]",27.33,regular
da2b9aeb-83fa-44a2-b4b6-20c89d568ef3,Cliente_542,1954-12-04,cliente_542@mail.com,+55-345-9043094,"[""Av. Los Pinos 643""]",29.18,regular
c6a652e8-6d6f-4988-b3df-f9260f8956cf,Cliente_543,1950-11-19,cliente_543@mail.com,+12-761-8770945,"[""Calle Falsa 473""]",49.25,regular
d2b748a4-22f3-43fb-8e67-a635b603b69a,Cliente_544,1952-07-01,cliente_544@example.com,+57-255-8448139,"[""Av. Siempre Viva 310""]",16.97,regular
3ce4341e-e99c-4e96-a1a8-2e00a0f452d8,Cliente_545,1982-12-26,cliente_545@mail.com,+31-667-6859727,"[""Av. Los Pinos 496""]",24.47,regular
864f6eb4-a41c-41b9-93a2-6514afc1557e,Cliente_546,1950-11-20,cliente_546@example.com,+59-257-2702684,"[""Calle Falsa 649""]",14.65,regular
9a259fff-cd40-4885-9ab7-22c7af24f9c8,Cliente_547,1978-09-10,cliente_547@test.org,+8-621-6640261,"[""Av. Los Pinos 555""]",99.63,regular
364fdfb1-85cf-41f9-b869-87344de2c216,Cliente_548,1987-11-18,cliente_548@test.org,+85-204-2319374,"[""Av. Siempre Viva 888""]",90.04,regular
e534cf5c-e360-4056-86e0-62250a8485a1,Cliente_549,1983-04-24,cliente_549@example.com,+88-165-2275283,"[""Calle Falsa 98""]",96.41,regular
2d2d3f18-501a-43a4-bcd5-35f172f440cb,Cliente_550,1997-09-29,cliente_550@test.org,+15-302-5702965,"[""Calle del Sol 650""]",75.71,regular
7d65f03d-18f5-473e-9687-af66e63f9e78,Cliente_551,1989-02-18,cliente_551@mail.com,+12-476-7844093,"[""Av. Los Pinos 984""]",29.21,regular
f8be90d3-9b8d-4daa-9f28-152286adf765,Cliente_552,1986-04-10,cliente_552@mail.com,+59-254-8711095,"[""Calle Falsa 453""]",88.29,regular
d257107d-1d69-4b43-9488-c972c180d377,Cliente_553,1993-03-23,cliente_553@example.com,+10-983-8682852,"[""Calle Falsa 532""]",29.25,regular
36abe44f-daa3-4f36-b031-1b1b0323ec61,Cliente_554,1975-03-21,cliente_554@example.com,+73-939-1673101,"[""Av. Los Pinos 869""]",41.1,regular
79545414-19b1-41ba-a45c-8e3e925b56e4,Cliente_555,1993-11-16,cliente_555@example.com,+80-692-7070123,"[""Av. Siempre Viva 858""]",15.19,regular
e7908632-e8e4-4a3c-acc1-8d4d14b002a2,Cliente_556,1962-11-03,cliente_556@example.com,+24-449-9181747,"[""Av. Los Pinos 472""]",48.5,regular
7ab53900-95d6-427c-8d32-9fbd9bd8e247,Cliente_557,2000-05-18,cliente_557@test.org,+32-678-5538599,"[""Av. Siempre Viva 166""]",84.6,regular
be78b19d-f961-48d2-9db5-06917d029b5f,Cliente_558,1967-01-28,cliente_558@example.com,+24-506-4983016,"[""Av. Siempre Viva 425""]",47.52,regular
17bf8ac4-92a1-4671-a287-08b9c33a8112,Cliente_559,1976-12-23,cliente_559@example.com,+51-927-9931896,"[""Calle Falsa 217""]",21.42,regular
6d6d030b-c48f-48bb-8065-0aed68f153e4,Cliente_560,1957-04-16,cliente_560@example.com,+88-249-6358209,"[""Calle Falsa 770""]",68.64,regular
edc82d24-4eeb-43d3-aa55-76c5764db043,Cliente_561,1986-11-16,cliente_561@test.org,+14-922-1863608,"[""Calle Falsa 553""]",63.52,regular
d836e7af-4527-48e7-b662-145bce262c04,Cliente_562,1998-11-21,cliente_562@mail.com,+81-364-1001186,"[""Av. Siempre Viva 936""]",41.69,regular
e3628ce1-ccf9-490e-9335-02aecac81a04,Cliente_563,1954-11-04,cliente_563@example.com,+93-482-3661804,"[""Av. Siempre Viva 363""]",88.38,regular
690db82f-7f7b-4de6-b002-fb95c1ad9bc4,Cliente_564,1971-03-03,cliente_564@example.com,+95-101-3746296,"[""Calle del Sol 86""]",96.55,regular
d0724fd2-636a-4c1b-a3ba-37dc7f0e090e,Cliente_565,1951-07-18,cliente_565@mail.com,+86-802-2219963,"[""Av. Los Pinos 659""]",48.82,regular
f002f2a3-0f10-4e5c-a89e-a88aa8643122,Cliente_566,1972-12-28,cliente_566@test.org,+91-579-8177584,"[""Calle Falsa 507""]",33.71,regular
38a2c8c0-d9ac-4dd9-a277-0046ca1186f7,Cliente_567,1965-09-11,cliente_567@example.com,+52-496-5130136,"[""Av. Siempre Viva 799""]",77.7,regular
fef55550-0ddd-4e2f-bb2d-b7cddef9941c,Cliente_568,1986-04-24,cliente_568@example.com,+43-712-8817270,"[""Calle del Sol 741""]",22.12,regular
7365468c-c31a-4602-b56c-5da1e2cbdc7d,Cliente_569,1969-04-04,cliente_569@example.com,+61-151-4839318,"[""Calle Falsa 719""]",28.4,regular
e5a511de-da7a-4051-93d7-d182c755c601,Cliente_570,1993-09-21,cliente_570@mail.com,+14-252-6103268,"[""Calle Falsa 672""]",59.96,regular
371e3a40-7713-4c6c-849f-7979c5fbb0a6,Cliente_571,1996-06-20,cliente_571@mail.com,+25-284-2154585,"[""Calle del Sol 330""]",60.64,regular
7c6e0d14-08fe-4d6a-8858-952acc98961e,Cliente_572,1992-02-10,cliente_572@mail.com,+55-444-5689693,"[""Av. Siempre Viva 650""]",89.11,regular
e165f0b7-1286-4e3d-858b-0e801275dae4,Cliente_573,1994-11-04,cliente_573@test.org,+96-429-7570566,"[""Av. Siempre Viva 930""]",78.7,regular
375aa8e9-5a94-4c9d-8009-82e87111a9bd,Cliente_574,1970-02-09,cliente_574@mail.com,+23-342-8320565,"[""Calle Falsa 676""]",16.96,regular
55665226-454d-447c-8d6c-ca058b60f5c3,Cliente_575,1950-02-23,cliente_575@mail.com,+1-502-3770369,"[""Av. Siempre Viva 741""]",78.26,regular
5b08cbc8-2cc3-436d-8b2a-b97089987044,Cliente_576,1984-09-12,cliente_576@mail.com,+49-750-5917610,"[""Calle Falsa 841""]",15.9,regular
f3efad95-0677-47f0-b4c4-c0934330abfc,Cliente_577,1988-07-02,cliente_577@example.com,+96-286-9671468,"[""Calle del Sol 751""]",74.79,regular
037e89fd-8a1f-48d5-9bc3-9bf5fdfa0a6d,Cliente_578,1997-04-13,cliente_578@example.com,+12-365-2944911,"[""Calle Falsa 375""]",54.44,regular
a0431bd2-d254-46d2-9736-72ae3d92c40a,Cliente_579,1967-06-09,cliente_579@mail.com,+6-906-7701071,"[""Calle Falsa 573""]",80.69,regular
87d810d9-83b4-46e1-bb12-a8619be09fa5,Cliente_580,1960-05-23,cliente_580@mail.com,+84-346-2687272,"[""Av. Los Pinos 61""]",1.95,regular
231ccc0a-9429-4e6f-94c6-3cfba196b702,Cliente_581,1970-07-25,cliente_581@mail.com,+86-338-2523657,"[""Calle del Sol 868""]",2.04,regular
97dfa989-5dd9-464d-9ad5-a59b5af5f6e1,Cliente_582,1987-09-15,cliente_582@mail.com,+71-669-2486894,"[""Av. Siempre Viva 566""]",11.42,regular
7634b3e5-3be1-4f14-82da-ac9af0495a4a,Cliente_583,1956-05-26,cliente_583@example.com,+58-842-2685318,"[""Calle del Sol 500""]",61.98,regular
f416a101-9f46-471e-93f7-92362986de76,Cliente_584,1974-05-12,cliente_584@example.com,+19-137-7601249,"[""Av. Siempre Viva 578""]",20.85,regular
a3d2c9bb-87a1-4728-8b43-aa5fa63119e4,Cliente_585,1988-04-02,cliente_585@test.org,+51-879-7769854,"[""Calle del Sol 855""]",2.61,regular
4d05f434-6107-4761-91fb-1c3d4679d3dc,Cliente_586,1982-11-10,cliente_586@example.com,+80-177-2379286,"[""Av. Siempre Viva 845""]",87.09,regular
21d7280e-f772-4465-923c-b83476200d92,Cliente_587,1982-03-26,cliente_587@example.com,+50-265-9063063,"[""Av. Siempre Viva 669""]",14.68,regular
456f8338-8e40-42a0-b903-dfd90c38c263,Cliente_588,1950-11-03,cliente_588@mail.com,+49-180-3833473,"[""Av. Los Pinos 392""]",6.4,regular
228d037f-c786-4cca-aa25-0b850cbbf158,Cliente_589,1961-06-03,cliente_589@example.com,+28-693-4226398,"[""Av. Siempre Viva 445""]",25.91,regular
445d4551-17f8-46f2-9f64-643ff719e1b0,Cliente_590,1975-10-05,cliente_590@test.org,+84-866-6788799,"[""Calle Falsa 206""]",59.35,regular
5dc503c7-610e-45bb-80f8-822b67961091,Cliente_591,1954-01-25,cliente_591@test.org,+67-252-4327682,"[""Av. Siempre Viva 494""]",89.7,regular
42974110-3e1b-4708-9518-0002f13e166c,Cliente_592,1953-05-06,cliente_592@test.org,+97-359-6336436,"[""Av. Los Pinos 448""]",54.3,regular
bd11e7e7-35d6-49ac-b73d-bd8284818b3d,Cliente_593,1963-09-23,cliente_593@example.com,+47-329-8138421,"[""Calle del Sol 184""]",55.9,regular
a1e435eb-1648-44b8-aac4-e4a8f001c043,Cliente_594,1997-09-11,cliente_594@test.org,+20-240-7890604,"[""Av. Siempre Viva 958""]",84.75,regular
0ad4f5ed-6124-4fd5-8682-efad0abc63e6,Cliente_595,1997-03-01,cliente_595@test.org,+67-203-9353550,"[""Av. Los Pinos 376""]",65.45,regular
53623bc1-7aa8-403d-9b4c-60268b591343,Cliente_596,1991-03-18,cliente_596@mail.com,+58-166-6239187,"[""Calle del Sol 416""]",21.51,regular
92f5121d-c50d-4f82-8ce8-ca2a2caef4a4,Cliente_597,1991-06-29,cliente_597@test.org,+61-246-6895863,"[""Av. Los Pinos 440""]",39.07,regular
780408a6-95aa-4ddd-9aa9-33742f3da3a9,Cliente_598,1965-01-07,cliente_598@mail.com,+35-823-6339258,"[""Calle del Sol 41""]",25.47,regular
fe6aa1a0-15e9-419c-9abd-b296d11c3903,Cliente_599,1969-10-05,cliente_599@test.org,+5-446-3113660,"[""Av. Los Pinos 492""]",22.23,regular
4b2c5f72-58cd-4dc4-83f7-e274a3fe6632,Cliente_600,1986-02-27,cliente_600@example.com,+72-748-3221754,"[""Calle del Sol 91""]",5.63,regular
a72cc657-67f7-4e66-8986-4aeeed0e8abd,Cliente_601,1960-02-05,cliente_601@example.com,+39-668-3008366,"[""Av. Los Pinos 806""]",39.71,regular
edfb2abe-ee8e-4bd8-a923-73f3ae82cab7,Cliente_602,1991-01-29,cliente_602@example.com,+44-849-5748342,"[""Av. Siempre Viva 293""]",39.82,regular
2b5da097-bb2d-40cb-8b87-586cdc9c6742,Cliente_603,1985-06-17,cliente_603@example.com,+84-451-7494292,"[""Calle del Sol 675""]",13.08,regular
b1f5aadb-c4f6-4eab-94f1-0e2ebd066019,Cliente_604,1956-07-01,cliente_604@test.org,+76-705-2510021,"[""Av. Siempre Viva 152""]",27.49,regular
25070461-357d-475e-b09e-af2cd5fe7ebe,Cliente_605,1997-05-11,cliente_605@test.org,+20-827-7506955,"[""Av. Siempre Viva 264""]",86.85,regular
5f60c57f-02c2-405d-8267-a3175bf36f75,Cliente_606,1953-01-26,cliente_606@mail.com,+25-282-8094175,"[""Calle del Sol 945""]",89.29,regular
a0fdb796-8b68-476b-8342-e4fb7abcd610,Cliente_607,1974-06-13,cliente_607@example.com,+35-908-6265696,"[""Calle del Sol 173""]",47.18,regular
8e8ad9f8-9590-4ca1-a03f-b5ca4fe08e3f,Cliente_608,1974-12-21,cliente_608@example.com,+30-468-3246751,"[""Av. Siempre Viva 168""]",46.35,regular
88e6dd2b-e53a-4355-87fc-d0b5c244381c,Cliente_609,1978-08-15,cliente_609@example.com,+54-757-5640332,"[""Calle Falsa 466""]",14.26,regular
8dd31ed4-8d41-4e79-b518-2cd9a7e8fab6,Cliente_610,1964-03-04,cliente_610@mail.com,+30-808-2216532,"[""Calle Falsa 757""]",36.08,regular
7088cd93-76da-477e-81b9-666d7d0867e9,Cliente_611,1967-03-20,cliente_611@example.com,+24-847-3264433,"[""Calle del Sol 628""]",60.67,regular
e9f579e6-cdf0-4028-ab72-1423cfa9d600,Cliente_612,1990-11-10,cliente_612@example.com,+37-342-8855228,"[""Calle Falsa 532""]",46.55,regular
aacf7ee6-2d7e-4f58-8a02-a5a924d08026,Cliente_613,1991-02-04,cliente_613@mail.com,+96-801-3336202,"[""Calle Falsa 663""]",97.55,regular
fd244154-d90f-4322-8d93-700ad8acbbee,Cliente_614,1972-09-20,cliente_614@example.com,+81-227-7812452,"[""Av. Siempre Viva 989""]",38.81,regular
992c5c36-2944-46c6-b344-4afebc5a0eaf,Cliente_615,1987-12-27,cliente_615@mail.com,+62-737-6154397,"[""Calle Falsa 37""]",99.54,regular
8530c1e3-e5af-4c39-b322-0aae0280d759,Cliente_616,1976-04-19,cliente_616@example.com,+33-180-2903904,"[""Av. Los Pinos 116""]",97.45,regular
3dd941c0-39a9-44d2-ac39-dccbdff16230,Cliente_617,1978-12-09,cliente_617@example.com,+67-615-4383903,"[""Av. Siempre Viva 966""]",86.99,regular
11e47eac-4219-42d3-a6d9-8cb298f7b84a,Cliente_618,1980-09-19,cliente_618@test.org,+77-933-4760293,"[""Av. Siempre Viva 977""]",25.86,regular
96f44dd8-db46-442f-a590-8d9ee013c4e8,Cliente_619,1983-02-21,cliente_619@test.org,+8-604-1125904,"[""Av. Los Pinos 769""]",31.67,regular
6734a23b-7617-42bc-8aa8-26e550cd71b3,Cliente_620,1996-07-28,cliente_620@test.org,+11-811-4080063,"[""Calle del Sol 744""]",25.91,regular
